,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Label
872,Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,Dragon Ball Z: Budokai
873,Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,Jet Moto
874,Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94,Tom Clancy's Ghost Recon
875,X-Men Legends,PS2,2004,Role-Playing,Activision,1.0,0.72,0.0,0.21,1.93,X-Men Legends
876,Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.61,0.0,0.17,1.93,Batman: Arkham Origins
877,Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.1,0.56,0.0,0.27,1.93,Guitar Hero: Tour
878,Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1.48,0.39,0.0,0.06,1.93,Mortal Kombat II
879,Virtua Fighter 2,SAT,1995,Fighting,Sega,0.34,0.26,1.3,0.03,1.93,Virtua Fighter
880,Tetris DX,GB,1998,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93,Tetris DX
881,Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.53,0.24,0.0,0.16,1.93,Mortal Kombat vs. DC Universe
882,Watch Dogs,PS3,2014,Action,Ubisoft,0.56,0.89,0.1,0.37,1.93,Watch Dogs
883,Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.51,0.0,0.29,0.12,1.93,Mario Sluggers
884,Tomb Raider (2013),X360,2013,Action,Square Enix,0.86,0.87,0.01,0.17,1.92,Tomb Raider (2013)
885,The Legend of Zelda: Oracle of Ages,GB,2001,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,Legend Zelda: Oracle Ages
886,Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.97,0.01,0.22,1.92,Need for Speed: Shift
887,Monopoly,Wii,2008,Misc,Electronic Arts,0.87,0.85,0.0,0.2,1.92,Monopoly
888,Red Faction,PS2,2001,Shooter,THQ,0.76,0.96,0.0,0.2,1.92,Red Faction
889,The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0.0,0.09,1.92,Sims: Makin' Magic
890,MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0.0,0.25,1.92,MX Unleashed
891,PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,PaRappa Rapper
892,Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.06,0.67,0.0,0.18,1.92,Toy Story Mania!
893,Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,Mario Party
894,Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.14,0.57,0.0,0.19,1.91,Star Wars: Force Unleashed
895,Game Party 2,Wii,2008,Misc,Midway Games,1.3,0.44,0.0,0.17,1.91,Party
896,Destiny: The Taken King,PS4,2015,Shooter,Activision,0.77,0.78,0.04,0.31,1.91,Destiny: Taken King
897,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.08,0.66,0.0,0.17,1.91,LEGO Star Wars III: Clone Wars
898,Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,Star Wars Rogue Leader: Rogue Squadron II
899,Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,0.59,0.92,0.06,0.32,1.9,Max Payne
900,Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.91,0.03,0.22,1.89,Need for Speed Rivals
901,Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.15,0.0,0.18,1.89,Madden NFL 09
902,Yokai Watch,3DS,2013,Role-Playing,Nintendo,0.21,0.3,1.33,0.04,1.89,Yokai Watch
903,Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,1.05,0.54,0.03,0.26,1.88,Ratchet Clank Future: Crack in Time
904,Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment,1.37,0.44,0.0,0.08,1.88,Yu-Gi-Oh! Forbidden Memories
905,Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0.0,0.24,1.88,Mortal Kombat: Deception
906,Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,Hot Shots Golf
907,Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88,Medal Honor: European Assault (All Region sales)
908,WCW Nitro,PS,1998,Fighting,THQ,1.42,0.36,0.03,0.07,1.88,WCW Nitro
909,High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.87,High School Musical: Sing It!
910,Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,Star Fox Adventures
911,FIFA 2000,PS,1998,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,FIFA 2000
912,Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,Dynasty Warriors
913,Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87,Donkey Kong Country Returns
914,The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,Legend Zelda: Oracle Seasons
915,Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86,Madden NFL 06
916,Shrek 2,PS2,2004,Platform,Activision,1.12,0.69,0.03,0.02,1.86,Shrek
917,The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,Legend Dragoon
918,Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,Turok 2: Seeds Evil
919,SingStar,PS2,2004,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86,SingStar
920,LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.64,0.92,0.01,0.29,1.86,LittleBigPlanet
921,NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86,NBA Live 2002
922,Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.34,0.37,0.0,0.15,1.86,Phineas Ferb
923,Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,Chrono Cross
924,GoldenEye 007 (2010),Wii,2010,Action,Activision,0.85,0.71,0.13,0.16,1.86,GoldenEye 007 (2010)
925,Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.61,0.59,0.55,0.11,1.85,Mario Party: Island Tour
926,Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85,Jak
927,Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.83,0.82,0.0,0.2,1.85,Rayman Raving Rabbids
928,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,Kingdom Hearts: Chain Memories
929,Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,Pinball
930,inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.05,0.49,0.08,0.23,1.85,inFAMOUS
931,Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,Unknown,0.0,1.1,0.42,0.33,1.84,Gran Turismo Concept 2001 Tokyo
932,Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84,Demon's Souls
933,NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84,NCAA Football 06
934,"Hey You, Pikachu!",N64,1998,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83,"Hey You, Pikachu!"
935,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ,1.31,0.49,0.0,0.03,1.83,Games in 1: Sonic Advance ChuChu Rocket!
936,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0.0,0.23,1.83,Warcraft: Mists Pandaria
937,Jet Moto,PS,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,Jet Moto
938,Just Cause 3,PS4,2015,Action,Square Enix,0.46,1.02,0.07,0.28,1.83,Just Cause
939,Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,Secret Mana
940,The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.54,0.02,0.17,1.83,Orange Box
941,Air Combat,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,Air Combat
942,Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.82,Kirby: Triple Deluxe
943,Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82,Sonic Knuckles
944,Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82,Namco Museum
945,The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82,Sims: Hot Date
946,Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.91,0.74,0.07,0.09,1.82,Metroid Prime 3: Corruption
947,Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.22,0.21,1.35,0.03,1.81,Dragon Quest VI: Realms Revelation
948,The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.84,0.11,0.31,1.81,Evil Within
949,DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81,DDRMAX2: Dance Dance Revolution
950,Crazy Taxi,DC,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81,Crazy Taxi
951,Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,Virtua Fighter
952,Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,Sly 2: Band Thieves
953,Guitar Hero: World Tour,PS2,2008,Misc,Activision,1.0,0.03,0.0,0.77,1.8,Guitar Hero: Tour
954,Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8,Sonic Advance
955,Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8,Madden NFL 07
956,NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.41,0.21,0.03,0.16,1.8,NBA 2K11
957,NFL GameDay 2000,PS,1999,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8,NFL GameDay 2000
958,Call of Duty: Black Ops 3,PS3,2015,Shooter,Activision,0.49,0.96,0.07,0.27,1.79,Call Duty: Black Ops
959,Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,Disney's Lion King
960,Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.88,0.06,0.34,1.79,Beyond: Two Souls
961,Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.57,0.03,0.14,1.78,Kinect Star Wars
962,Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78,Midnight Club II
963,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.03,1.49,0.03,1.78,Dragon Quest Monsters: Joker
964,SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ,1.12,0.58,0.0,0.08,1.78,SpongeBob SquarePants: SuperSponge
965,The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,Getaway: Black Monday
966,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,0.32,0.95,0.36,0.14,1.78,Professor Layton Mask Miracle
967,Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.94,0.06,0.33,1.78,Just Cause
968,Dragon's Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.46,0.72,0.19,1.78,Dragon's Dogma
969,The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,0.93,0.57,0.14,0.13,1.77,Legend Zelda: Wind Waker
970,50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,50 Cent: Bulletproof
971,High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.16,0.45,0.0,0.16,1.77,High School Musical: Sing It!
972,Wii Party U,WiiU,2013,Misc,Nintendo,0.31,0.54,0.84,0.08,1.77,Party
973,Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.59,0.03,0.0,0.15,1.77,Madden NFL 25
974,Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,Final Fantasy II
975,Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,Kirby 64: Crystal Shards
976,Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,Dead or Alive
977,UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.45,0.01,0.24,1.77,UFC 2009 Undisputed
978,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,Metroid II: Return Samus
979,WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,WWF Attitude
980,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0.0,0.16,1.76,SpongeBob SquarePants Movie
981,Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,Golden Sun
982,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76,Sonic Hedgehog
983,Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,Kid Icarus
984,Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76,Def Jam: Fight for NY
985,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,Tom Clancy's Ghost Recon
986,State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,State Emergency
987,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76,BioShock Infinite
988,Hitman: Absolution,X360,2012,Action,Square Enix,0.68,0.9,0.01,0.17,1.76,Hitman: Absolution
989,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0.0,0.03,1.76,Games in Double Pack: Incredibles Finding Nemo: Continuing Adventures
990,Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.11,0.48,0.0,0.16,1.76,Call Duty: Black Ops
991,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76,Urbz: Sims in City
992,FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76,FIFA Soccer 08
993,Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,Star Wars: Starfighter
994,Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75,Madden NFL 2000
995,Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75,Kingdom Hearts
996,Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,Star Wars: Battlefront
997,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,Pro Evolution Soccer
998,Crackdown,X360,2007,Shooter,Microsoft Game Studios,1.0,0.54,0.03,0.18,1.75,Crackdown
999,Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75,Yoshi
1000,Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,Disney's Aladdin
